image_name,tags
file_19096,partly_cloudy primary
file_19097,clear primary
file_19098,partly_cloudy primary
file_19099,water clear primary
file_191,water clear primary
file_1910,clear primary
file_19100,clear primary
file_19101,clear primary
file_19102,road clear primary agriculture
file_19103,partly_cloudy road primary agriculture
file_19104,haze primary
file_19105,clear primary
file_19106,road water clear cultivation primary agriculture
file_19107,clear primary
file_19108,partly_cloudy primary
file_19109,clear cultivation primary agriculture
file_1911,clear primary
file_19110,clear primary
file_19111,partly_cloudy road habitation primary agriculture
file_19112,water clear primary
file_19113,clear primary
file_19114,partly_cloudy road primary agriculture
file_19115,water clear primary
file_19116,road clear habitation primary agriculture
file_19117,road clear primary agriculture
file_19118,clear primary
file_19119,clear primary
file_1912,road water clear primary agriculture
file_19120,partly_cloudy primary
file_19121,clear primary agriculture
file_19122,partly_cloudy road primary agriculture
file_19123,water clear primary
file_19124,clear primary agriculture
file_19125,road clear habitation artisinal_mine primary
file_19126,water clear primary agriculture
file_19127,haze primary
file_19128,clear primary
file_19129,clear primary
file_1913,road clear primary
file_19130,water clear primary agriculture
file_19131,partly_cloudy primary
file_19132,clear primary
file_19133,partly_cloudy water primary
file_19134,clear primary
file_19135,clear primary
file_19136,partly_cloudy primary
file_19137,clear primary
file_19138,clear primary
file_19139,road clear habitation primary agriculture
file_1914,road clear primary agriculture
file_19140,partly_cloudy primary
file_19141,clear primary
file_19142,water clear primary
file_19143,clear primary
file_19144,water clear primary
file_19145,road clear habitation primary agriculture
file_19146,water clear primary
file_19147,water clear primary
file_19148,clear primary
file_19149,partly_cloudy road primary agriculture
file_1915,road clear habitation primary
file_19150,partly_cloudy road water primary
file_19151,partly_cloudy primary
file_19152,clear primary
file_19153,water clear primary
file_19154,clear primary
file_19155,road clear primary agriculture
file_19156,partly_cloudy road primary agriculture
file_19157,road water clear primary agriculture
file_19158,road clear primary agriculture
file_19159,water clear primary agriculture
file_1916,water clear primary
file_19160,road clear habitation primary agriculture
file_19161,road clear habitation primary agriculture
file_19162,road clear primary agriculture
file_19163,water clear primary
file_19164,partly_cloudy primary
file_19165,water clear primary
file_19166,clear primary
file_19167,clear primary
file_19168,partly_cloudy road habitation primary agriculture
file_19169,clear primary
file_1917,partly_cloudy road primary agriculture
file_19170,partly_cloudy primary
file_19171,cloudy
file_19172,clear primary
file_19173,clear primary
file_19174,road water clear artisinal_mine primary
file_19175,haze primary
file_19176,clear primary
file_19177,clear primary
file_19178,clear primary
file_19179,clear primary
file_1918,partly_cloudy primary
file_19180,clear primary
file_19181,clear primary
file_19182,clear cultivation primary agriculture
file_19183,partly_cloudy primary
file_19184,water clear primary
file_19185,road clear primary agriculture
file_19186,haze primary
file_19187,clear cultivation primary agriculture
file_19188,clear primary
file_19189,cloudy
file_1919,water clear primary
file_19190,partly_cloudy primary
file_19191,partly_cloudy primary
file_19192,partly_cloudy road primary
file_19193,partly_cloudy road water primary
file_19194,clear cultivation primary agriculture
file_19195,road clear habitation cultivation primary agriculture
file_19196,clear primary
file_19197,road clear primary agriculture
file_19198,road water clear primary
file_19199,road haze primary agriculture
file_192,partly_cloudy road primary agriculture
file_1920,clear primary
file_19200,road clear habitation
file_19201,water clear primary
file_19202,water haze primary
file_19203,partly_cloudy water primary
file_19204,clear primary
file_19205,clear primary
file_19206,clear primary
file_19207,partly_cloudy road primary agriculture
file_19208,clear primary
file_19209,clear cultivation primary agriculture
file_1921,cloudy
file_19210,cloudy haze
file_19211,water clear primary
file_19212,clear primary
file_19213,partly_cloudy road habitation primary agriculture
file_19214,clear cultivation primary agriculture
file_19215,clear primary
file_19216,road clear primary agriculture
file_19217,road clear primary agriculture
file_19218,water clear primary
file_19219,road water clear primary
file_1922,clear primary
file_19220,clear cultivation primary agriculture
file_19221,clear primary
file_19222,clear primary
file_19223,clear primary
file_19224,haze primary
file_19225,cloudy
file_19226,clear primary
file_19227,clear primary
file_19228,road water clear primary agriculture
file_19229,clear primary
file_1923,road clear primary agriculture
file_19230,clear primary
file_19231,partly_cloudy road primary agriculture
file_19232,water clear primary
file_19233,partly_cloudy road primary
file_19234,road clear habitation cultivation primary agriculture
file_19235,primary
file_19236,partly_cloudy primary
file_19237,clear primary
file_19238,partly_cloudy primary
file_19239,clear cultivation primary agriculture
file_1924,clear primary
file_19240,clear primary
file_19241,clear primary
file_19242,water clear primary
file_19243,primary
file_19244,partly_cloudy road primary
file_19245,road clear habitation primary agriculture
file_19246,partly_cloudy road water primary
file_19247,haze primary
file_19248,clear primary
file_19249,road clear primary
file_1925,road water clear primary agriculture
file_19250,road clear primary agriculture
file_19251,clear primary
file_19252,clear primary
file_19253,haze primary
file_19254,road water clear primary
file_19255,partly_cloudy primary
file_19256,road clear habitation primary agriculture
file_19257,clear primary
file_19258,partly_cloudy primary
file_19259,clear primary
file_1926,haze primary
file_19260,clear primary
file_19261,water clear primary agriculture
file_19262,clear primary
file_19263,clear primary
file_19264,cloudy
file_19265,clear primary
file_19266,haze primary
file_19267,road clear primary agriculture
file_19268,clear agriculture
file_19269,water clear primary
file_1927,primary agriculture
file_19270,clear primary
file_19271,clear primary
file_19272,partly_cloudy primary
file_19273,water clear primary
file_19274,partly_cloudy primary
file_19275,road water clear artisinal_mine primary
file_19276,road water clear primary
file_19277,clear primary
file_19278,haze primary
file_19279,road water clear primary agriculture
file_1928,clear primary
file_19280,water clear primary agriculture
file_19281,clear primary
file_19282,clear cultivation primary agriculture
file_19283,road clear habitation cultivation primary agriculture
file_19284,clear primary
file_19285,haze primary
file_19286,road clear primary agriculture
file_19287,clear cultivation primary agriculture
file_19288,clear primary
file_19289,road clear habitation primary agriculture
file_1929,partly_cloudy primary agriculture
file_19290,partly_cloudy road primary
file_19291,clear primary
file_19292,cloudy
file_19293,clear primary agriculture
file_19294,clear haze primary
file_19295,road water clear primary
file_19296,road clear habitation primary agriculture
file_19297,road clear primary agriculture
file_19298,road water clear primary
file_19299,clear primary
file_193,clear primary
file_1930,clear primary agriculture
file_19300,clear primary
file_19301,road clear primary agriculture
file_19302,partly_cloudy primary agriculture
file_19303,road water clear primary
file_19304,haze primary
file_19305,road clear primary
file_19306,clear primary
file_19307,clear primary
file_19308,clear cultivation primary agriculture
file_19309,clear primary
file_1931,partly_cloudy clear primary
file_19310,road clear primary agriculture
file_19311,road clear habitation primary agriculture
file_19312,clear primary
file_19313,partly_cloudy water primary agriculture
file_19314,clear primary
file_19315,cloudy
file_19316,road water clear primary agriculture
file_19317,clear primary
file_19318,clear primary
file_19319,road water clear primary agriculture
file_1932,clear primary
file_19320,partly_cloudy primary agriculture
file_19321,clear primary agriculture
file_19322,clear primary
file_19323,haze primary agriculture
file_19324,clear haze primary
file_19325,road clear habitation primary agriculture
file_19326,partly_cloudy water primary
file_19327,water clear primary agriculture
file_19328,clear primary
file_19329,water clear primary
file_1933,road water clear habitation primary agriculture
file_19330,clear primary
file_19331,road clear habitation primary agriculture
file_19332,road clear habitation primary agriculture
file_19333,clear primary
file_19334,water clear primary
file_19335,road clear primary agriculture
file_19336,partly_cloudy road primary agriculture
file_19337,partly_cloudy primary
file_19338,clear primary
file_19339,clear primary
file_1934,clear primary
file_19340,clear cultivation primary agriculture
file_19341,clear primary
file_19342,partly_cloudy road primary agriculture
file_19343,clear cultivation primary agriculture
file_19344,clear primary
file_19345,clear primary
file_19346,road clear habitation primary agriculture
file_19347,partly_cloudy primary
file_19348,road clear primary agriculture
file_19349,haze primary
file_1935,clear primary
file_19350,clear primary
file_19351,road water clear habitation artisinal_mine primary
file_19352,cloudy
file_19353,clear primary agriculture
file_19354,clear primary
file_19355,clear primary
file_19356,haze primary
file_19357,haze primary
file_19358,partly_cloudy primary
file_19359,haze primary
file_1936,road clear primary agriculture
file_19360,cloudy
file_19361,clear primary agriculture
file_19362,cultivation primary agriculture
file_19363,clear primary
file_19364,partly_cloudy primary
file_19365,partly_cloudy primary
file_19366,clear primary
file_19367,clear cultivation primary agriculture
file_19368,water clear primary
file_19369,clear primary
file_1937,clear primary
file_19370,clear primary
file_19371,clear primary
file_19372,clear primary
file_19373,clear primary
file_19374,haze primary
file_19375,haze primary
file_19376,clear primary
file_19377,road clear primary agriculture
file_19378,haze primary
file_19379,road clear habitation primary agriculture
file_1938,cloudy
file_19380,clear primary
file_19381,partly_cloudy primary
file_19382,water clear primary
file_19383,road clear habitation primary agriculture
file_19384,clear primary
file_19385,road water clear primary agriculture
file_19386,clear primary
file_19387,road clear habitation primary agriculture
file_19388,clear primary
file_19389,clear primary agriculture
file_1939,clear primary
file_19390,clear cultivation primary agriculture
file_19391,partly_cloudy cloudy
file_19392,clear primary
file_19393,road clear cultivation primary agriculture
file_19394,road clear habitation primary agriculture
file_19395,clear primary
file_19396,partly_cloudy primary
file_19397,clear cultivation primary agriculture
file_19398,partly_cloudy road primary agriculture
file_19399,clear cultivation primary agriculture
file_194,road clear primary agriculture
file_1940,water clear primary
file_19400,partly_cloudy primary agriculture
file_19401,haze primary
file_19402,road clear agriculture
file_19403,road clear primary agriculture
file_19404,partly_cloudy primary
file_19405,water clear primary agriculture
file_19406,clear primary
file_19407,partly_cloudy road primary agriculture
file_19408,clear primary agriculture
file_19409,clear primary agriculture
file_1941,road water clear primary
file_19410,clear primary
file_19411,clear primary
file_19412,clear primary
file_19413,partly_cloudy water primary
file_19414,road clear habitation
file_19415,road water primary agriculture
file_19416,clear primary
file_19417,clear primary
file_19418,water
file_19419,water clear
file_1942,clear primary
file_19420,clear primary
file_19421,clear primary
file_19422,partly_cloudy primary
file_19423,clear primary
file_19424,cloudy
file_19425,partly_cloudy primary
file_19426,clear primary
file_19427,clear cultivation primary agriculture
file_19428,road water primary agriculture
file_19429,clear primary
file_1943,partly_cloudy primary
file_19430,cloudy
file_19431,road clear primary agriculture
file_19432,clear primary
file_19433,clear primary
file_19434,clear primary
file_19435,clear cultivation primary agriculture
file_19436,clear primary
file_19437,road clear habitation cultivation primary agriculture
file_19438,water clear primary
file_19439,partly_cloudy road primary agriculture
file_1944,road clear primary agriculture
file_19440,haze primary
file_19441,clear primary
file_19442,clear cultivation primary
file_19443,clear primary
file_19444,partly_cloudy road habitation primary agriculture
file_19445,road clear habitation primary agriculture
file_19446,road clear primary agriculture
file_19447,clear primary
file_19448,road clear habitation primary
file_19449,water clear cultivation primary agriculture
file_1945,clear primary
file_19450,road water clear primary agriculture
file_19451,road water clear cultivation primary agriculture
file_19452,water clear cultivation primary
file_19453,road water clear habitation primary agriculture
file_19454,road clear habitation primary agriculture
file_19455,water clear cultivation primary agriculture
file_19456,water clear cultivation primary
file_19457,partly_cloudy primary
file_19458,road clear habitation primary
file_19459,clear primary
file_1946,partly_cloudy road primary agriculture
file_19460,road water haze primary
file_19461,clear primary
file_19462,clear primary
file_19463,clear primary
file_19464,water clear
file_19465,clear primary
file_19466,road clear primary agriculture
file_19467,clear primary
file_19468,road clear habitation primary agriculture
file_19469,clear primary
file_1947,partly_cloudy primary
file_19470,clear primary
file_19471,partly_cloudy primary
file_19472,
file_19473,water clear primary
file_19474,water clear
file_19475,clear cultivation primary agriculture
file_19476,clear primary
file_19477,road clear primary agriculture
file_19478,clear primary
file_19479,road clear primary agriculture
file_1948,partly_cloudy road water primary agriculture
file_19480,partly_cloudy road primary agriculture
file_19481,clear primary
file_19482,road clear primary agriculture
file_19483,
file_19484,clear primary
file_19485,road water clear cultivation primary agriculture
file_19486,partly_cloudy water primary
file_19487,road water clear habitation artisinal_mine primary agriculture
file_19488,clear primary
file_19489,road clear primary agriculture
file_1949,cloudy
file_19490,road clear primary agriculture
file_19491,clear primary
file_19492,clear primary
file_19493,partly_cloudy primary
file_19494,partly_cloudy primary
file_19495,partly_cloudy cultivation primary agriculture
file_19496,clear primary
file_19497,partly_cloudy primary agriculture
file_19498,road clear habitation primary agriculture
file_19499,clear primary
file_195,clear primary
file_1950,road clear primary agriculture
file_19500,road clear primary agriculture
file_19501,clear primary
file_19502,clear primary
file_19503,cloudy
file_19504,partly_cloudy primary
file_19505,clear primary
file_19506,haze primary
file_19507,cloudy
file_19508,
file_19509,partly_cloudy water primary
file_1951,partly_cloudy primary
file_19510,partly_cloudy primary agriculture
file_19511,clear primary
file_19512,clear primary
file_19513,road water clear primary agriculture
file_19514,clear primary
file_19515,clear primary
file_19516,clear primary
file_19517,clear cultivation primary agriculture
file_19518,clear primary
file_19519,road clear primary agriculture
file_1952,clear primary
file_19520,partly_cloudy primary agriculture
file_19521,partly_cloudy primary
file_19522,clear primary
file_19523,haze primary
file_19524,clear habitation cultivation primary
file_19525,clear primary
file_19526,road clear habitation primary agriculture
file_19527,haze primary
file_19528,partly_cloudy water primary
file_19529,partly_cloudy road primary
file_1953,partly_cloudy primary
file_19530,clear primary
file_19531,road clear primary agriculture
file_19532,road clear habitation primary
file_19533,clear primary
file_19534,road water clear primary agriculture
file_19535,clear cultivation primary agriculture
file_19536,clear primary
file_19537,clear primary
file_19538,clear primary
file_19539,partly_cloudy road habitation primary agriculture
file_1954,water
file_19540,water clear primary
file_19541,haze primary
file_19542,clear primary
file_19543,clear primary
file_19544,road clear primary agriculture
file_19545,partly_cloudy clear primary agriculture
file_19546,clear primary
file_19547,haze primary
file_19548,clear primary
file_19549,water haze primary
file_1955,clear primary
file_19550,clear primary
file_19551,clear primary
file_19552,clear agriculture
file_19553,clear primary
file_19554,partly_cloudy primary agriculture
file_19555,clear primary
file_19556,clear primary
file_19557,clear primary
file_19558,clear primary
file_19559,road water clear artisinal_mine primary
file_1956,haze primary
file_19560,clear primary
file_19561,clear primary
file_19562,road clear habitation primary agriculture
file_19563,road water clear primary agriculture
file_19564,clear primary
file_19565,road clear primary agriculture
file_19566,clear primary
file_19567,clear primary
file_19568,haze primary agriculture
file_19569,clear cultivation primary agriculture
file_1957,road clear primary agriculture
file_19570,road clear primary agriculture
file_19571,primary
file_19572,clear primary
file_19573,clear primary
file_19574,clear primary
file_19575,road clear primary agriculture
file_19576,partly_cloudy road primary agriculture
file_19577,haze primary
file_19578,clear primary
file_19579,road clear primary agriculture
file_1958,road clear primary agriculture
file_19580,partly_cloudy road primary agriculture
file_19581,road clear primary agriculture
file_19582,partly_cloudy primary
file_19583,clear primary
file_19584,clear primary
file_19585,clear primary
file_19586,partly_cloudy primary
file_19587,clear primary
file_19588,water clear primary
file_19589,road clear habitation primary agriculture
file_1959,clear primary
file_19590,clear primary
file_19591,clear primary
file_19592,clear primary
file_19593,partly_cloudy primary
file_19594,clear primary
file_19595,partly_cloudy water primary
file_19596,clear primary
file_19597,cloudy
file_19598,clear primary
file_19599,road clear primary agriculture
file_196,clear primary
file_1960,partly_cloudy road primary agriculture
file_19600,clear primary
file_19601,partly_cloudy primary
file_19602,water clear primary
file_19603,water haze primary
file_19604,partly_cloudy primary
file_19605,clear cultivation primary agriculture
file_19606,water clear primary agriculture
file_19607,road clear habitation primary agriculture
file_19608,partly_cloudy primary
file_19609,clear primary
file_1961,clear primary
file_19610,partly_cloudy road habitation primary agriculture
file_19611,clear cultivation primary agriculture
file_19612,clear cultivation primary agriculture
file_19613,partly_cloudy cloudy
file_19614,clear primary agriculture
file_19615,road clear primary agriculture
file_19616,cloudy
file_19617,clear primary
file_19618,cloudy
file_19619,clear primary
file_1962,road clear habitation primary agriculture
file_19620,partly_cloudy water primary
file_19621,road clear habitation primary agriculture
file_19622,haze primary
file_19623,clear primary
file_19624,partly_cloudy road habitation primary agriculture
file_19625,road clear habitation primary agriculture
file_19626,clear primary
file_19627,haze primary
file_19628,road clear habitation primary agriculture
file_19629,road clear habitation agriculture
file_1963,road water clear primary agriculture
file_19630,water clear primary
file_19631,partly_cloudy primary agriculture
file_19632,clear primary
file_19633,partly_cloudy primary
file_19634,road clear habitation primary agriculture
file_19635,road clear primary
file_19636,clear primary
file_19637,partly_cloudy primary agriculture
file_19638,road clear primary agriculture
file_19639,road clear primary agriculture
file_1964,water clear primary
file_19640,clear primary
file_19641,clear primary
file_19642,cloudy
file_19643,road clear habitation primary agriculture
file_19644,road clear habitation primary agriculture
file_19645,cloudy
file_19646,road clear habitation primary agriculture
file_19647,road clear primary agriculture
file_19648,cloudy haze
file_19649,partly_cloudy primary
file_1965,haze primary
file_19650,partly_cloudy road primary agriculture
file_19651,road clear primary
file_19652,clear primary
file_19653,clear primary
file_19654,partly_cloudy water clear primary
file_19655,road clear primary agriculture
file_19656,clear cultivation primary agriculture
file_19657,clear cultivation primary agriculture
file_19658,road primary agriculture
file_19659,partly_cloudy primary
file_1966,clear primary
file_19660,clear primary
file_19661,clear primary agriculture
file_19662,road clear primary agriculture
file_19663,partly_cloudy primary
file_19664,clear primary
file_19665,partly_cloudy primary
file_19666,clear primary
file_19667,road clear primary agriculture
file_19668,haze primary
file_19669,clear primary
file_1967,clear primary
file_19670,road clear habitation primary agriculture
file_19671,cloudy
file_19672,clear primary agriculture
file_19673,partly_cloudy primary
file_19674,clear primary
file_19675,clear primary agriculture
file_19676,clear primary
file_19677,cloudy
file_19678,road clear primary agriculture
file_19679,water clear
file_1968,road clear primary agriculture
file_19680,road clear habitation primary agriculture
file_19681,partly_cloudy road primary agriculture
file_19682,haze primary
file_19683,clear primary
file_19684,clear primary
file_19685,clear primary
file_19686,water clear primary
file_19687,road clear habitation primary agriculture
file_19688,clear primary
file_19689,cloudy
file_1969,partly_cloudy road primary agriculture
file_19690,clear primary
file_19691,clear primary
file_19692,partly_cloudy primary
file_19693,clear primary agriculture
file_19694,clear primary
file_19695,clear primary
file_19696,road clear habitation primary agriculture
file_19697,clear primary
file_19698,clear primary
file_19699,clear primary
file_197,road clear habitation primary
file_1970,clear
file_19700,road clear primary agriculture
file_19701,partly_cloudy primary
file_19702,clear primary
file_19703,partly_cloudy road primary agriculture
file_19704,road clear primary agriculture
file_19705,partly_cloudy clear primary
file_19706,road clear primary agriculture
file_19707,clear primary
file_19708,clear primary
file_19709,road clear primary agriculture
file_1971,clear primary
file_19710,clear primary
file_19711,road clear habitation cultivation primary agriculture
file_19712,partly_cloudy primary
file_19713,clear cultivation primary agriculture
file_19714,water clear primary agriculture
file_19715,clear primary
file_19716,clear cultivation primary
file_19717,road clear habitation primary agriculture
file_19718,clear primary
file_19719,haze primary
file_1972,partly_cloudy primary
file_19720,clear primary
file_19721,road clear habitation primary agriculture
file_19722,clear primary
file_19723,road clear primary agriculture
file_19724,partly_cloudy primary
file_19725,partly_cloudy water primary agriculture
file_19726,clear primary
file_19727,haze primary
file_19728,clear primary agriculture
file_19729,partly_cloudy primary
file_1973,road clear primary agriculture
file_19730,partly_cloudy clear primary
file_19731,clear primary
file_19732,water
file_19733,partly_cloudy primary
file_19734,clear primary
file_19735,water clear primary agriculture
file_19736,road water clear primary agriculture
file_19737,road clear habitation primary agriculture
file_19738,haze primary
file_19739,clear primary
file_1974,clear primary
file_19740,road water clear artisinal_mine primary
file_19741,clear primary
file_19742,cloudy
file_19743,primary
file_19744,cloudy
file_19745,partly_cloudy primary agriculture
file_19746,road clear primary agriculture
file_19747,clear primary
file_19748,clear primary
file_19749,clear primary
file_1975,clear primary
file_19750,partly_cloudy primary
file_19751,road clear primary agriculture
file_19752,clear primary
file_19753,partly_cloudy road water primary agriculture
file_19754,cloudy
file_19755,road water clear primary
file_19756,clear primary
file_19757,haze primary
file_19758,clear primary
file_19759,haze primary
file_1976,clear primary
file_19760,clear primary
file_19761,road clear primary agriculture
file_19762,clear primary
file_19763,clear primary
file_19764,partly_cloudy road habitation primary
file_19765,clear primary
file_19766,clear primary agriculture
file_19767,clear primary agriculture
file_19768,clear primary
file_19769,partly_cloudy primary
file_1977,clear selective_logging primary
file_19770,clear primary
file_19771,road clear primary agriculture
file_19772,clear primary
file_19773,road clear haze primary agriculture
file_19774,cloudy
file_19775,clear cultivation primary agriculture
file_19776,road clear primary agriculture
file_19777,clear primary
file_19778,road water clear primary
file_19779,road clear habitation primary
file_1978,road clear primary agriculture
file_19780,road water clear primary
file_19781,road clear primary agriculture
file_19782,partly_cloudy road water habitation primary
file_19783,clear primary
file_19784,road clear habitation primary agriculture
file_19785,haze primary
file_19786,clear primary
file_19787,clear cultivation primary agriculture
file_19788,primary
file_19789,partly_cloudy primary
file_1979,clear primary
file_19790,haze primary
file_19791,road clear habitation primary agriculture
file_19792,clear primary
file_19793,road clear primary agriculture
file_19794,clear primary
file_19795,partly_cloudy primary
file_19796,partly_cloudy primary
file_19797,road clear primary agriculture
file_19798,partly_cloudy primary
file_19799,partly_cloudy primary
file_198,clear primary
file_1980,road clear habitation primary agriculture
file_19800,clear primary agriculture
file_19801,road clear primary agriculture
file_19802,haze primary
file_19803,clear primary
file_19804,clear primary
file_19805,road clear primary agriculture
file_19806,clear primary
file_19807,partly_cloudy primary
file_19808,road clear habitation primary agriculture
file_19809,clear primary
file_1981,haze primary
file_19810,road water clear selective_logging primary
file_19811,clear primary
file_19812,road clear habitation primary agriculture
file_19813,partly_cloudy water primary
file_19814,water clear
file_19815,clear primary
file_19816,road clear primary agriculture
file_19817,partly_cloudy cultivation primary agriculture
file_19818,haze primary
file_19819,road clear habitation haze primary agriculture
file_1982,clear primary
file_19820,partly_cloudy primary
file_19821,clear primary
file_19822,road clear primary agriculture
file_19823,road clear primary agriculture
file_19824,clear primary
file_19825,road clear cultivation primary agriculture
file_19826,clear primary
file_19827,water clear primary
file_19828,
file_19829,partly_cloudy primary
file_1983,clear cultivation primary agriculture
file_19830,partly_cloudy road primary agriculture
file_19831,road clear habitation primary
file_19832,partly_cloudy primary
file_19833,road water clear artisinal_mine primary
file_19834,clear primary
file_19835,cloudy
file_19836,clear primary
file_19837,clear primary
file_19838,clear primary
file_19839,water clear primary
file_1984,clear primary
file_19840,clear haze primary
file_19841,road clear habitation primary agriculture
file_19842,clear cultivation primary agriculture
file_19843,clear cultivation primary agriculture
file_19844,clear primary
file_19845,clear cultivation primary agriculture
file_19846,clear primary
file_19847,clear primary
file_19848,road clear primary
file_19849,partly_cloudy primary
file_1985,partly_cloudy water primary agriculture
file_19850,clear primary
file_19851,partly_cloudy primary
file_19852,cloudy
file_19853,road clear primary agriculture
file_19854,road clear primary agriculture
file_19855,road clear primary
file_19856,road clear habitation primary
file_19857,clear primary
file_19858,clear primary
file_19859,road clear primary agriculture
file_1986,primary agriculture
file_19860,road clear primary agriculture
file_19861,partly_cloudy primary
file_19862,water clear primary
file_19863,clear cultivation primary agriculture
file_19864,clear primary
file_19865,clear primary
file_19866,clear primary
file_19867,clear cultivation primary agriculture
file_19868,road clear haze primary agriculture
file_19869,clear primary
file_1987,partly_cloudy road primary agriculture
file_19870,road clear primary agriculture
file_19871,partly_cloudy primary
file_19872,partly_cloudy primary
file_19873,partly_cloudy water primary
file_19874,clear primary agriculture
file_19875,clear primary
file_19876,clear primary
file_19877,partly_cloudy primary
file_19878,clear primary
file_19879,partly_cloudy primary
file_1988,clear primary
file_19880,clear primary
file_19881,road clear primary agriculture
file_19882,road clear primary agriculture
file_19883,clear primary
file_19884,clear primary agriculture
file_19885,clear primary
file_19886,water haze primary
file_19887,partly_cloudy primary
file_19888,road clear primary agriculture
file_19889,partly_cloudy cultivation primary agriculture
file_1989,haze primary
file_19890,haze primary
file_19891,clear cultivation primary agriculture
file_19892,road clear primary agriculture
file_19893,clear primary
file_19894,road water clear primary
file_19895,partly_cloudy primary
file_19896,road clear habitation primary agriculture
file_19897,partly_cloudy water primary
file_19898,partly_cloudy primary
file_19899,clear cultivation primary agriculture
file_199,clear primary
file_1990,clear primary
file_19900,clear primary
file_19901,clear primary
file_19902,clear primary agriculture
file_19903,haze primary
file_19904,clear primary
file_19905,cloudy
file_19906,clear primary
file_19907,partly_cloudy road primary agriculture
file_19908,road water clear artisinal_mine primary
file_19909,road clear habitation primary agriculture
file_1991,clear primary
file_19910,clear primary
file_19911,clear cultivation primary agriculture
file_19912,clear primary
file_19913,road clear primary agriculture
file_19914,road clear primary agriculture
file_19915,road water clear primary
file_19916,partly_cloudy road primary agriculture
file_19917,partly_cloudy road habitation primary agriculture
file_19918,road clear habitation primary agriculture
file_19919,clear primary
file_1992,clear primary
file_19920,road clear habitation primary agriculture
file_19921,clear primary
file_19922,road clear habitation primary agriculture
file_19923,clear primary
file_19924,cloudy
file_19925,cloudy
file_19926,haze primary
file_19927,road clear habitation primary agriculture
file_19928,clear primary
file_19929,clear primary
file_1993,clear cultivation primary agriculture
file_19930,road water clear primary agriculture
file_19931,road water clear primary
file_19932,water haze primary
file_19933,partly_cloudy primary
file_19934,road clear habitation primary agriculture
file_19935,road clear primary agriculture
file_19936,cloudy
file_19937,water haze primary
file_19938,partly_cloudy primary agriculture
file_19939,haze primary
file_1994,road clear primary agriculture
file_19940,clear primary
file_19941,clear primary
file_19942,haze primary
file_19943,partly_cloudy primary
file_19944,clear primary
file_19945,haze primary
file_19946,partly_cloudy primary
file_19947,clear primary
file_19948,road clear primary agriculture
file_19949,clear cultivation primary
file_1995,clear primary
file_19950,clear primary
file_19951,clear primary
file_19952,clear primary
file_19953,clear primary agriculture
file_19954,clear primary
file_19955,clear primary
file_19956,clear primary
file_19957,water clear habitation primary agriculture
file_19958,partly_cloudy primary
file_19959,partly_cloudy cultivation primary agriculture
file_1996,clear cultivation primary agriculture
file_19960,clear primary
file_19961,partly_cloudy road primary agriculture
file_19962,clear primary
file_19963,partly_cloudy road habitation primary agriculture
file_19964,clear primary
file_19965,partly_cloudy primary agriculture
file_19966,water clear primary
file_19967,road clear habitation cultivation primary agriculture
file_19968,road clear habitation primary agriculture
file_19969,clear primary
file_1997,road clear primary agriculture
file_19970,clear primary
file_19971,partly_cloudy primary
file_19972,water clear primary agriculture
file_19973,cloudy
file_19974,clear cultivation primary
file_19975,road water clear primary agriculture
file_19976,clear primary
file_19977,road clear primary agriculture
file_19978,road clear primary agriculture
file_19979,partly_cloudy primary
file_1998,partly_cloudy primary
file_19980,clear primary
file_19981,road water clear primary
file_19982,road clear primary agriculture
file_19983,partly_cloudy primary
file_19984,clear primary
file_19985,road clear primary
file_19986,road water clear primary
file_19987,road clear primary agriculture
file_19988,clear primary
file_19989,road clear habitation primary agriculture
file_1999,clear primary
file_19990,clear primary
file_19991,water clear primary
file_19992,haze primary
file_19993,haze primary
file_19994,clear primary agriculture
file_19995,water clear primary
file_19996,partly_cloudy primary
file_19997,clear primary
file_19998,clear primary
file_19999,clear primary agriculture
file_2,clear primary
file_20,clear primary
file_200,road clear primary agriculture
file_2000,clear cultivation primary agriculture
file_20000,clear cultivation primary agriculture
file_20001,road water clear primary agriculture
file_20002,clear primary
file_20003,partly_cloudy primary
file_20004,clear primary
file_20005,partly_cloudy primary
file_20006,clear primary
file_20007,road clear habitation primary agriculture
file_20008,clear primary
file_20009,partly_cloudy primary
file_2001,cloudy
file_20010,partly_cloudy primary
file_20011,road clear habitation primary agriculture
file_20012,clear primary
file_20013,road clear primary agriculture
file_20014,water clear primary
file_20015,road clear habitation primary agriculture
file_20016,clear primary
file_20017,water clear primary agriculture
file_20018,road clear habitation primary agriculture
file_20019,clear primary
file_2002,clear primary
file_20020,clear primary
file_20021,partly_cloudy primary agriculture
file_20022,clear primary
file_20023,road water clear primary agriculture
file_20024,water clear artisinal_mine primary
file_20025,clear primary
file_20026,cloudy
file_20027,clear primary
file_20028,
file_20029,clear primary agriculture
file_2003,clear primary
file_20030,clear primary
file_20031,road clear primary agriculture
file_20032,clear primary
file_20033,water haze primary
file_20034,clear primary
file_20035,clear primary
file_20036,water clear primary
file_20037,partly_cloudy primary
file_20038,cloudy
file_20039,road clear primary agriculture
file_2004,clear primary
file_20040,clear primary
file_20041,road clear habitation primary agriculture
file_20042,cloudy
file_20043,road clear primary agriculture
file_20044,water haze primary
file_20045,clear primary
file_20046,road water clear primary agriculture
file_20047,clear primary
file_20048,road water haze primary agriculture
file_20049,water clear primary
file_2005,clear primary
